 time[s], u[ft/s], v[ft/s], w[ft/s], p[rad/s], q[rad/s], r[rad/s], xf[ft], yf[ft], zf[ft], e0, ex, ey, ez
  0.33000000000000018      ,   200.62136813196412      ,   2.8884811498468235      , -0.17729939027228525      ,   104.92283076243757      , -0.12908273749873242      ,  0.22568852876097512      ,   67.679653074277013      ,  0.18190560217888507      ,  -6.7616946254652541      , -0.81367931090989987      , -0.58080153996360973      ,  -1.8054087078198548E-002 ,   1.6419504038274378E-002
  0.33500000000000019      ,   200.49346835656786      ,   2.3096186810787707      ,  -1.6281274366274479      ,   104.85383860487612      ,   1.0427181277615494E-003 ,  0.26207371514802824      ,   68.682523015083675      ,  0.20845012360347148      ,  -6.7713150716608519      , -0.63532716262942346      , -0.77187676920609372      ,  -1.2679751126859672E-002 ,   2.0121468549029652E-002
  0.34000000000000019      ,   200.36329388531669      ,   1.0806234518459095      ,  -2.5366208492816869      ,   104.78510715093597      ,  0.13282391777385952      ,  0.22812381094363382      ,   69.685000334745709      ,  0.23064512492863559      ,  -6.7691692123858660      , -0.41369526903949033      , -0.91012078118082373      ,  -6.6551414922973512E-003 ,   2.2183262358555892E-002
  0.34500000000000020      ,   200.23164509649354      , -0.41071811774518419      ,  -2.6574626668880623      ,   104.71640328921880      ,  0.23050591326973835      ,  0.13212755401081322      ,   70.686949785715683      ,  0.24346955499286727      ,  -6.7593597349018024      , -0.16398296609376670      , -0.98620575092958840      ,  -4.5573051009460778E-004 ,   2.2529890683253503E-002
  0.35000000000000020      ,   200.10121932442996      ,  -1.7133195524383791      ,  -1.9866187483959576      ,   104.64771554391594      ,  0.26721540367780583      ,  -6.2499856675329868E-004 ,   71.688221270356678      ,  0.24476024655652415      ,  -6.7478168215011225      ,   9.6746163508210248E-002 , -0.99506796114478868      ,   5.4508752508159531E-003 ,   2.1218400236488744E-002
  0.35500000000000020      ,   199.97355919526652      ,  -2.4481836354901176      , -0.75456338740950057      ,   104.57924612011486      ,  0.23239436454969717      , -0.13459286461129408      ,   72.688696439286502      ,  0.23565253066743244      ,  -6.7405739072078648      ,  0.35073416119806111      , -0.93623327210401164      ,   1.0640171325026728E-002 ,   1.8428107018418342E-002
  0.36000000000000021      ,   199.84747911765001      ,  -2.4183590188318322      ,  0.64963707094692724      ,   104.51117456509047      ,  0.13481636853264023      , -0.23359919223115552      ,   73.688312294940459      ,  0.22008834784717585      ,  -6.7421094196181617      ,  0.58073857512101701      , -0.81382814231595801      ,   1.4761320569671929E-002 ,   1.4441798918658738E-002
  0.36500000000000021      ,   199.72055253761513      ,  -1.6616751505030654      ,   1.7989711028519753      ,   104.44346490445837      ,   3.3023445005109231E-004 , -0.27068257971454801      ,   74.687065717005069      ,  0.20358098635274882      ,  -6.7542073505361548      ,  0.77119945877937413      , -0.63627861241716366      ,   1.7560844851511648E-002 ,   9.6197134567738238E-003
  0.37000000000000022      ,   199.59183007077175      , -0.43222469955374954      ,   2.3568940389956206      ,   104.37592082057718      , -0.13507438213124401      , -0.23548166855780694      ,   75.685008368361579      ,  0.19161662087767919      ,  -6.7756197890150780      ,  0.90928557973678192      , -0.41572048332809197      ,   1.8897877031374046E-002 ,   4.3685773323741345E-003
  0.37500000000000022      ,   199.46275050974782      ,  0.88199800293004182      ,   2.1752006519342251      ,   104.30841014458964      , -0.23499610777780738      , -0.13712026595938620      ,   76.682234066460907      ,  0.18815002036802081      ,  -6.8025807594904917      ,  0.98575073578782668      , -0.16716197279181111      ,   1.8750108572470319E-002 ,  -8.9172564659674696E-004
  0.38000000000000023      ,   199.33537625367305      ,   1.8791559801208408      ,   1.3330678722378579      ,   104.24100166952962      , -0.27248956674612268      ,  -1.7921536706191898E-003 ,   77.678854436154836      ,  0.19460316613263798      ,  -6.8299861115717384      ,  0.99554321198120133      ,   9.2543651517183217E-002 ,   1.7210297118447900E-002 ,  -5.7611904250534909E-003
